Line,Component,MTBF,λ,cp,cc,PM_duration,x*,CR
2,31,20.09,2.0579,11.3,9.45,0.9037594042347868,22.8,0.4612
2,32,36.05,2.4992,14.21,10.36,0.8368837610950444,32.95,0.4112
2,33,48.4,2.4058,13.48,18.11,2.7922553804778945,40.9,0.2945
2,34,52.72,2.1361,16.45,16.61,0.4570992651108197,51.74,0.3117
2,35,59.4,1.5547,17.23,14.44,0.9092947246760625,64.85,0.258
2,36,52.99,2.4387,22.76,23.54,1.7953920050720193,48.83,0.4302
2,37,26.31,1.8169,14.28,18.78,1.3345533372814684,22.08,0.5817
2,38,33.5,1.5571,13.29,11.32,0.31725934775631837,37.52,0.347
2,39,45.41,1.9263,14.75,17.17,1.0997033387067086,36.56,0.3841
2,40,48.55,1.9771,13.53,22.41,0.38528960994427625,52.62,0.2529
2,41,31.0,2.0203,24.49,25.17,2.749023313420119,27.25,0.7622
2,42,15.96,2.1761,23.97,22.55,0.9925439881701863,18.63,1.1524
2,43,54.63,1.6565,19.29,21.07,1.1678258439373912,63.69,0.2937
2,44,13.35,1.6212,23.64,21.55,0.32220797721361083,13.08,1.7205
2,45,37.54,1.5717,23.97,32.22,0.6906751755985869,30.32,0.7573
2,46,22.31,2.128,23.64,26.22,0.8584490195644652,25.96,0.859
2,47,57.63,1.5777,14.55,10.81,1.5262177428077301,59.43,0.2339
2,48,57.65,2.0031,19.3,20.29,0.2898731855458381,56.14,0.3399
2,49,14.8,1.6911,13.98,17.63,1.941272159516218,13.74,0.7925
2,50,30.07,2.4432,13.1,9.15,2.464613205322835,30.19,0.3757
2,51,29.79,2.4008,15.75,17.02,2.3580694514841842,33.44,0.4133
2,52,4.2,1.8201,13.45,8.71,1.3049209088235738,4.44,2.0105
2,53,18.7,1.5523,22.03,27.89,0.7755127651054131,18.07,1.1344
2,54,58.76,1.7006,14.38,12.04,0.5455895211655942,68.42,0.2063
2,55,38.46,1.9119,10.73,9.69,2.575103994776872,40.24,0.2388
2,56,6.22,1.903,20.47,25.03,1.9507808439035788,5.21,2.397
3,57,27.92,1.6288,17.13,17.49,2.696225902883528,27.9,0.5247
3,58,21.36,2.312,20.1,19.06,1.7759047707768023,23.61,0.7184
3,59,11.64,1.7287,10.3,16.09,2.069091038123173,11.39,0.6507
3,60,4.4,2.3194,18.11,25.73,0.8830777585965421,5.2,2.5293
3,61,33.76,1.8997,19.63,15.52,2.514235678255676,38.39,0.4547
3,62,24.28,2.1605,12.98,15.47,1.2704380550214045,23.44,0.5006
3,63,34.61,1.936,22.42,24.73,2.1856630937092905,30.38,0.6557
3,64,34.05,2.4348,22.64,20.65,2.0656845563050896,33.65,0.5978
3,65,12.81,1.5311,13.61,9.19,1.9115727712496817,15.01,0.6888
3,66,36.47,2.167,15.18,17.49,2.0290921982288186,31.9,0.4161
3,67,50.55,2.2668,15.65,10.65,1.0397620799136953,45.32,0.3313
3,68,15.66,1.7505,14.2,12.73,1.8781102929860838,17.95,0.6446
3,69,17.52,1.5785,21.21,21.93,1.0879753234765623,20.74,0.9352
3,70,48.39,2.1038,10.6,15.67,1.058503545331191,41.66,0.2395
3,71,41.34,1.7843,18.8,19.65,1.3822423714613823,37.45,0.4644
3,72,29.12,2.0377,21.76,21.28,1.5579518810500126,25.05,0.7649
3,73,56.23,1.8831,10.31,8.72,1.8586767998042837,64.74,0.1506
3,74,33.53,2.4299,17.36,17.98,1.1860131142290327,30.14,0.531
3,75,54.38,2.4108,17.8,26.03,2.6395453163790505,46.35,0.3485
3,76,37.65,1.5343,12.32,9.88,1.4735619011807228,36.63,0.314
3,77,38.9,1.5744,12.74,12.2,1.519243792685733,39.78,0.3003
3,78,45.34,1.8356,16.49,16.03,1.8620076477463086,36.6,0.4074
3,79,40.62,2.1186,11.29,12.75,0.886364525170968,43.7,0.2486
3,80,11.12,1.8567,22.53,19.19,1.6474092710680646,12.85,1.4161
3,81,4.51,1.7014,19.2,14.67,2.317933973892168,3.66,2.2668
3,82,17.71,2.3815,20.81,26.07,1.1920650265352404,15.52,1.1724
3,83,32.96,2.4081,10.99,17.57,2.4247366440421296,38.33,0.2592
3,84,10.86,2.034,16.15,11.64,2.400363590684385,9.9,1.127
4,85,22.17,2.4451,16.91,20.21,0.8378777604187406,22.05,0.7153
4,86,45.36,2.3669,20.04,21.66,1.4603737995424755,38.69,0.4782
4,87,47.38,1.7648,20.8,24.55,2.7042437730697375,46.3,0.408
4,88,38.6,2.27,24.44,28.6,0.40283588034844475,43.58,0.5514
4,89,33.03,1.9618,18.71,24.0,0.7935685836425209,34.74,0.5129
4,90,43.16,2.2111,22.9,19.74,0.253307274208208,38.7,0.5842
4,91,31.05,2.3868,21.25,19.58,1.1354384097291306,37.16,0.542
4,92,47.14,1.7105,13.5,13.96,1.455243380001286,52.25,0.246
4,93,16.77,2.4222,15.7,14.94,1.6550694406738597,17.17,0.7761
4,94,31.24,2.0049,22.19,18.11,0.6175544284233122,34.57,0.6223
4,95,56.22,2.4473,12.03,7.82,1.1525626354526823,65.98,0.177
4,96,14.28,1.7528,15.75,21.4,1.2515862311374208,12.4,1.0802
4,97,18.96,2.0091,19.17,19.17,0.4314736308022986,22.28,0.8252
4,98,55.09,2.4461,11.97,13.24,0.590317498670777,65.49,0.1789
4,99,52.12,1.61,16.35,14.45,2.4615083552680366,42.66,0.3449
4,100,34.46,1.8386,19.2,26.5,1.008124046921315,33.55,0.5326
4,101,49.89,2.4056,17.98,13.31,0.4030230959544918,53.25,0.3325
4,102,52.32,1.6629,22.8,26.92,2.0998936925614675,60.77,0.3514
4,103,21.96,2.0523,10.66,16.22,0.25,19.82,0.5249
4,104,14.66,2.17,22.09,18.43,0.25,13.99,1.5513
4,105,31.15,1.855,24.46,26.65,0.7626278953861897,30.28,0.7632
4,106,53.0,1.8015,21.38,27.94,0.33693819471139325,43.54,0.4833
4,107,11.87,2.1225,17.56,14.54,0.5885712605574023,14.0,1.1522
4,108,51.18,2.2224,11.59,7.71,0.3440462712916677,60.97,0.1882
4,109,12.88,1.9875,19.59,17.6,1.1591200216314477,11.72,1.4299
4,110,53.71,1.5406,22.49,23.02,2.1762672288827374,43.64,0.4663
4,111,58.14,2.0266,15.44,17.37,1.0063182627067622,47.43,0.3143
4,112,40.67,1.9427,13.69,12.07,2.8494539739255877,43.97,0.2809
5,113,7.81,1.6938,21.07,20.08,0.6104103873094512,6.92,2.5726
5,114,52.25,2.4422,15.28,10.63,1.3572619904773124,47.41,0.3049
5,115,40.64,2.0336,15.94,21.85,2.567407901082706,40.84,0.3498
5,116,19.0,1.955,20.6,25.23,1.089153401406775,15.52,1.1438
5,117,31.79,2.0445,21.41,30.98,0.5033487204141339,27.94,0.7385
5,118,53.02,2.2045,18.11,23.95,1.0599493332655487,50.33,0.3434
5,119,31.62,2.0791,23.51,30.58,0.6503836500781485,26.55,0.8487
5,120,37.83,1.621,17.91,17.03,0.32491679968612774,31.61,0.5557
5,121,28.14,1.6748,18.42,23.02,2.9340366113309235,23.58,0.6459
5,122,58.65,1.7863,19.75,20.42,1.3204029068474619,59.51,0.3197
5,123,19.58,1.5616,23.43,27.43,0.4082415572363343,16.18,1.3622
5,124,42.67,2.0724,15.45,15.14,1.0843931305337573,50.7,0.2922
5,125,13.84,2.0971,16.7,17.48,1.305856886466916,13.76,1.0424
5,126,34.43,1.8048,11.29,14.86,0.5213047305565334,37.05,0.2959
5,127,25.86,1.9158,15.52,12.69,1.0060350193911296,27.55,0.5168
5,128,41.28,1.7862,12.9,8.06,1.2963232883079463,47.83,0.2566
5,129,15.8,1.7275,11.91,14.51,0.9331372965774823,13.49,0.7903
5,130,40.11,1.8397,18.36,17.92,1.5721975236196335,33.95,0.4888
5,131,34.04,1.9371,19.06,29.05,0.7183767686187111,35.51,0.5147
5,132,26.66,1.7252,17.19,18.59,0.6319326894390961,25.26,0.6431
5,133,24.91,1.8835,19.76,24.43,2.178167696256267,28.08,0.6118
5,134,6.15,2.3708,15.97,15.64,1.1797029162913062,4.95,2.0903
5,135,52.81,1.9467,12.07,10.54,0.9192886783333983,50.77,0.2292
5,136,42.0,1.9209,18.99,21.86,2.099595936190096,40.27,0.4212
5,137,22.86,2.0695,11.18,12.13,2.4699901605245924,20.23,0.455
5,138,41.45,2.0429,11.88,10.78,2.2333647481877588,48.85,0.2239
5,139,27.24,1.8269,23.96,33.92,1.8614753869512257,22.04,0.9519
5,140,10.32,2.1095,14.28,14.79,2.2087063676651155,8.49,1.1297
6,141,24.69,2.0058,20.93,20.22,1.7333822117738105,25.53,0.7359
6,142,34.67,2.1405,11.27,7.84,0.7007939206357482,34.67,0.3118
6,143,51.06,2.2013,15.26,13.02,1.7465585890559625,44.77,0.3129
6,144,7.43,2.0909,12.5,12.96,2.063518734811682,6.69,1.0739
6,145,50.46,2.2039,16.13,21.85,2.159435310991828,53.1,0.2789
6,146,29.18,1.6886,17.93,25.81,1.077438232394907,31.09,0.5313
6,147,10.35,2.2206,23.41,25.85,1.3759749714707323,11.68,1.6359
6,148,6.11,1.8672,12.22,14.29,1.3431198652543304,5.3,1.5031
6,149,36.52,2.2144,20.58,25.73,1.8864103097857206,29.23,0.6083
6,150,10.73,2.0346,16.26,22.43,1.6249911495862004,8.9,1.3155
6,151,14.75,2.34,23.42,25.35,1.7742775150237302,13.04,1.3999
6,152,4.66,2.4974,20.02,19.08,0.6843494917959588,5.41,2.86
6,153,21.93,2.1703,19.37,15.85,0.6096575322003946,20.29,0.9039
6,154,14.02,2.4019,13.68,10.92,1.128665822141457,15.39,0.7804
6,155,58.39,1.938,18.49,18.32,1.9424841162976878,58.7,0.2933
6,156,40.43,2.3897,23.52,29.43,1.3742709935763309,42.1,0.5293
6,157,22.23,2.4836,10.66,10.02,1.4075482355757627,18.28,0.4912
6,158,5.34,1.95,16.57,12.72,0.9538100679880773,5.74,2.1889
6,159,32.82,1.7002,18.88,14.91,0.8132043365976078,27.22,0.6513
6,160,49.49,2.2524,20.74,26.56,1.6610445025617528,52.31,0.3694
6,161,6.15,2.1215,17.51,14.45,2.2240958533042523,6.5,1.6772
6,162,42.8,2.371,21.55,22.73,0.7919083970631581,43.28,0.4772
6,163,32.99,2.0779,24.47,19.84,1.6831990954135672,38.76,0.5748
6,164,33.67,2.1149,11.4,19.38,1.319119770276488,31.13,0.3386
6,165,21.15,2.3378,23.22,22.37,0.25,24.84,0.9131
6,166,41.97,1.9144,15.16,17.14,1.9003083801006198,46.18,0.305
6,167,40.1,1.8553,10.47,10.8,0.28464854671509693,40.7,0.2542
6,168,51.08,1.5334,13.56,9.07,1.0313221057070423,60.36,0.2175
7,169,16.5,2.4223,24.78,26.3,0.9714407835624678,13.24,1.5977
7,170,45.9,2.4031,11.44,12.98,0.5195956913231234,46.68,0.2404
7,171,33.54,1.6411,22.15,21.59,0.25,39.1,0.5629
7,172,15.68,2.1653,19.06,19.21,0.2673900067746452,14.43,1.2664
7,173,29.95,2.0994,21.12,20.76,0.4270447686561925,25.86,0.7845
7,174,42.53,1.6282,13.71,17.81,1.2549240516729046,49.02,0.2673
7,175,53.94,1.6964,11.32,11.31,1.5662263723093874,57.38,0.187
7,176,38.98,1.7825,11.54,17.57,1.2039648610097908,42.24,0.2606
7,177,17.94,1.8244,10.39,11.01,1.0181507610762344,20.79,0.4591
7,178,33.02,1.9555,23.19,24.8,0.25,32.88,0.6968
7,179,23.15,2.4242,18.72,15.26,0.25,22.49,0.8189
7,180,40.53,2.2271,24.05,20.69,0.25,36.7,0.6509
7,181,6.12,1.6231,14.73,10.48,2.8513361967370887,6.66,1.2698
7,182,51.86,1.757,13.35,9.07,0.25,50.44,0.2628
7,183,16.88,2.0159,24.11,30.64,0.5919526101501755,15.9,1.3896
7,184,25.34,1.9119,16.77,26.32,1.7579234763985778,23.68,0.6123
7,185,35.4,1.5951,16.2,17.34,0.6013861008716036,30.56,0.5101
7,186,29.52,2.1057,15.75,22.3,1.6826507125015961,28.81,0.4869
7,187,7.77,1.9647,19.22,25.17,1.9521200903947664,6.58,1.7912
7,188,4.76,1.8032,21.85,20.32,1.7987424545004982,4.61,2.6711
7,189,26.99,1.7313,12.95,9.34,0.3847007189675606,21.69,0.5733
7,190,39.13,1.8164,12.91,10.41,2.150194967481037,31.44,0.3555
7,191,51.0,1.532,23.38,22.19,2.7359128899655376,54.14,0.3972
7,192,25.67,2.1472,10.81,9.66,0.25,29.65,0.359
7,193,9.86,2.3226,15.91,13.71,0.6761612699362713,8.48,1.6351
7,194,32.2,2.3016,17.36,25.01,1.0145886630511707,32.08,0.5042
7,195,18.43,2.3849,13.32,13.94,1.2702120686398715,15.07,0.7375
7,196,59.56,1.6304,15.92,17.08,2.2712378204141923,57.49,0.2588
8,197,34.1,1.5493,13.67,16.64,0.25,28.83,0.4699
8,198,27.01,2.1478,12.68,14.26,1.6895657784706875,24.42,0.452
8,199,51.79,2.3635,12.53,20.68,2.2801931863431646,53.79,0.2171
8,200,22.88,1.7625,17.65,15.17,0.44237491049399413,22.65,0.7517
8,201,24.36,2.141,12.46,8.45,2.530054743338719,25.58,0.4138
8,202,44.82,2.4319,24.25,23.47,0.785632313772313,36.88,0.6307
8,203,54.05,2.0298,22.47,17.74,1.5216166532842248,62.24,0.3422
8,204,21.64,1.629,18.97,15.89,1.2385435195381862,17.6,0.9447
8,205,27.54,2.3951,19.56,20.9,2.0908230267419095,27.72,0.5993
8,206,12.61,2.4217,20.98,24.58,1.8746347006423743,11.15,1.3987
8,207,42.54,1.7197,21.73,27.36,1.1236752349322383,47.51,0.436
8,208,50.96,2.1548,14.11,9.93,0.694565442145408,46.34,0.2959
8,209,15.73,1.9553,11.57,19.07,2.579847778676565,13.19,0.6515
8,210,55.66,2.0685,21.35,21.2,0.97597570466481,45.41,0.4505
8,211,51.01,1.9482,13.32,21.5,1.3799854540136003,50.46,0.2479
8,212,38.59,1.9563,17.47,25.88,2.3688793419393535,37.21,0.4188
8,213,16.88,1.9061,13.41,14.05,2.455873259435091,15.89,0.6685
8,214,39.96,1.7456,21.92,18.82,0.32795635636357434,45.64,0.4723
8,215,23.4,2.473,14.02,13.96,2.6746330119457387,22.94,0.5036
8,216,9.64,2.2075,23.05,18.94,0.25,8.39,2.6223
8,217,57.77,2.1932,15.96,12.6,2.190261376163372,57.32,0.26
8,218,34.9,2.1318,24.23,25.99,0.8356943661162052,28.13,0.8186
8,219,30.94,1.8334,18.56,16.46,1.0930112729522552,33.82,0.5127
8,220,42.41,2.3333,19.14,16.73,0.726951839772962,42.17,0.4389
8,221,21.57,1.6418,11.58,18.87,0.5492491578011436,25.46,0.4332
8,222,44.86,1.552,22.94,22.04,1.99114182468181,53.4,0.3965
8,223,33.81,2.4053,12.87,11.96,0.37096633115340516,38.09,0.3323
8,224,59.34,1.8889,22.02,25.61,0.25,59.22,0.3688
9,225,45.57,2.2704,14.58,21.89,1.1114887875013593,43.9,0.3134
9,226,19.71,2.2311,12.58,9.61,0.7134862262720182,20.73,0.5685
9,227,10.6,2.1549,10.0,11.54,0.8523691739075571,12.16,0.7267
9,228,17.08,2.2784,24.56,24.33,1.363969796341487,14.1,1.4246
9,229,26.19,2.4638,14.32,14.24,1.4430959306327227,27.71,0.4692
9,230,24.94,2.4509,14.56,19.13,0.25,22.47,0.6378
9,231,33.92,2.3238,24.15,27.6,0.40574508419339983,36.8,0.6433
9,232,25.56,1.9023,24.44,22.38,1.8009568872826163,25.37,0.833
9,233,25.07,1.8632,20.28,16.64,0.25,28.24,0.7056
9,234,48.94,1.9864,19.57,16.22,0.9560671565578696,53.45,0.355
9,235,6.26,1.5948,12.29,14.26,0.25,5.73,2.0449
9,236,12.36,1.741,17.8,18.91,2.656917495800624,11.84,1.0762
9,237,22.76,1.7073,14.75,19.07,1.0890274594915292,23.46,0.5784
9,238,7.69,1.6913,24.05,23.7,0.8861908222742058,6.94,2.6342
9,239,11.11,1.5585,12.36,12.69,0.730708234043445,8.96,1.1595
9,240,35.24,1.8795,18.44,15.51,1.224633307166751,38.53,0.4477
9,241,52.79,1.6926,23.47,22.33,0.33720734616908726,49.82,0.4645
9,242,11.04,2.0893,13.04,13.62,1.5619738540780543,11.44,0.9196
9,243,9.43,2.048,21.89,25.11,1.9426628043483902,10.22,1.5851
9,244,41.93,1.5244,14.99,18.72,1.062801506276763,43.45,0.3283
9,245,55.14,2.2978,24.68,24.04,2.202772070528807,53.22,0.4266
9,246,52.15,1.7518,19.21,21.89,2.7685107860354066,45.55,0.3807
9,247,46.47,1.522,10.21,15.13,2.2854569944073213,48.54,0.1938
9,248,42.98,1.8425,11.04,9.68,0.4232694372871679,47.14,0.2305
9,249,32.55,1.9224,10.4,12.23,1.1162762633381043,37.41,0.263
9,250,22.45,2.0878,16.62,12.14,2.452825908831576,22.54,0.6199
9,251,58.29,2.1932,12.84,21.57,0.3141762862674235,61.03,0.2084
9,252,40.09,1.5283,21.82,21.78,2.286486006389564,35.52,0.5495
10,253,6.26,1.7011,15.07,13.63,0.6452449074874664,6.2,2.0644
10,254,19.16,1.5292,15.94,17.01,1.8051853452748812,21.05,0.6595
10,255,52.03,1.995,20.44,18.53,0.4310365068413714,42.98,0.4661
10,256,50.22,1.6259,22.96,23.17,2.657700761932094,52.62,0.4017
10,257,48.97,1.9318,16.94,22.83,1.6317268784358128,48.24,0.3244
10,258,47.96,2.3216,12.7,14.48,1.5903573276507532,52.81,0.228
10,259,49.43,1.5328,19.7,22.09,1.105191877893819,56.4,0.3346
10,260,34.71,1.6973,14.23,9.59,0.9740975899498056,29.97,0.4485
10,261,49.51,1.6326,16.8,17.15,0.6525442006788434,48.47,0.3371
10,262,48.23,2.1183,12.34,10.12,0.3251186646391861,52.93,0.2297
10,263,36.52,1.8881,13.4,11.36,0.5429813476406946,36.74,0.3545
10,264,13.56,2.1629,13.87,15.7,2.5010423858496944,12.66,0.8178
10,265,37.32,1.5902,11.34,19.07,1.8500863351018628,41.62,0.2534
10,266,43.43,2.0897,22.88,28.87,1.2156830136413015,50.93,0.4291
10,267,36.67,2.0384,13.14,9.83,1.0168151441179636,36.81,0.335
10,268,25.28,1.9485,15.25,11.18,2.391374870669349,20.71,0.5952
10,269,47.42,2.0707,12.25,9.03,1.5466216431996453,42.26,0.2656
10,270,4.65,1.6303,11.75,16.22,0.7702372290539851,3.96,2.0687
10,271,15.15,2.0877,22.94,26.91,0.25025778072224253,14.85,1.4896
10,272,5.24,2.1407,14.05,13.63,0.9459609792906954,5.06,1.9299
10,273,14.06,2.1891,22.88,23.38,1.6984132790245539,15.04,1.2732
10,274,10.44,2.1948,24.17,23.67,1.4008648852027024,9.95,1.965
10,275,57.58,1.83,23.52,24.14,2.0198437928259194,68.99,0.3187
10,276,18.15,1.9368,14.42,10.96,1.395406714835308,16.57,0.7475
10,277,28.84,1.6711,20.57,20.12,2.0182306961720786,30.61,0.5875
10,278,57.55,1.503,23.92,31.68,0.7414920063267938,63.67,0.3674
10,279,9.12,2.0139,12.72,15.8,0.6005061406275473,9.01,1.2278
10,280,56.56,1.6858,24.91,21.1,2.426476271275511,52.4,0.4347
11,281,27.77,1.8093,24.58,24.71,0.8776650428379259,22.22,1.0328
11,282,37.39,2.4159,12.78,20.48,0.8708535039048805,40.2,0.3056
11,283,21.88,1.7522,23.85,24.77,2.4254822794000126,21.46,0.9086
11,284,27.77,1.6568,18.06,16.17,0.9981140470931017,30.9,0.5443
11,285,42.08,2.1352,10.27,10.78,2.6987467171336057,42.78,0.2169
11,286,22.14,1.6363,17.06,23.75,2.3685773558214014,23.68,0.606
11,287,49.04,2.1592,17.7,22.69,1.2684500009124242,46.85,0.3613
11,288,9.36,2.4146,19.72,17.56,0.37181820750910394,10.03,1.8413
11,289,7.76,2.0937,22.42,23.7,1.6457532468405491,8.24,1.8438
11,290,53.38,1.9853,23.79,29.38,1.367262475209326,48.56,0.463
11,291,26.02,1.8878,14.03,16.59,0.674205735620305,27.87,0.4759
11,292,13.68,1.8445,14.05,23.13,0.2904391990122347,12.16,1.1063
11,293,29.96,1.9703,21.44,21.14,2.6360940989235315,34.12,0.5566
11,294,4.53,1.9029,21.1,19.81,2.4533950800896256,4.25,2.395
11,295,33.15,2.1554,20.71,23.95,1.230625708875655,32.51,0.596
11,296,26.85,2.1875,19.6,24.95,0.6772044939783227,31.26,0.5994
11,297,59.62,1.6061,24.26,27.04,0.6115747952009061,48.05,0.491
11,298,13.02,2.496,17.54,19.7,0.5316141780416483,13.56,1.1965
11,299,19.51,2.3623,20.3,24.07,0.904439347344535,15.88,1.1613
11,300,26.92,1.7892,22.01,21.26,2.1055706678850576,28.04,0.685
11,301,50.32,1.925,13.98,12.12,0.6428848747267767,49.11,0.2759
11,302,9.1,2.2186,12.95,9.54,0.722905332389281,9.41,1.2125
11,303,24.8,1.9489,13.05,14.21,1.6573282757692278,24.14,0.4844
11,304,27.08,1.5356,18.31,18.26,1.0963968408187912,23.59,0.6986
11,305,18.12,2.3107,12.04,8.54,1.98494748358453,14.93,0.6118
11,306,22.23,1.6437,18.01,13.07,1.83236322065591,24.97,0.6299
11,307,13.87,2.1062,18.78,14.39,0.8498812157560824,12.33,1.3244
12,308,14.53,1.928,13.96,12.59,1.8722552401152794,15.14,0.7538
12,309,57.92,2.0895,18.6,27.23,1.010535717984879,53.82,0.3303
12,310,17.29,1.7626,21.16,16.63,1.43525296628563,18.84,0.9846
12,311,49.13,1.7895,16.4,25.16,1.6297292519227267,49.63,0.3093
12,312,42.72,2.3833,14.7,18.46,1.0842050053163106,40.82,0.3386
12,313,52.48,2.2244,13.22,10.21,0.9827855717532643,45.68,0.2763
12,314,45.63,1.7521,15.79,20.92,1.027431085527866,37.96,0.3911
12,315,9.03,2.0908,16.28,11.66,1.7184254355579949,9.09,1.3355
12,316,32.27,1.6495,11.85,11.12,0.3175152994400155,28.35,0.4074
12,317,18.08,1.6736,22.82,20.11,2.0799835711521495,15.98,1.0982
12,318,31.55,1.5196,17.85,21.17,1.5302077316918121,35.39,0.4597
12,319,48.35,1.6272,12.55,9.39,0.904012322358374,49.44,0.2433
12,320,27.04,2.4477,24.61,25.02,0.4175610177617506,25.3,0.9411
12,321,12.01,2.3579,19.88,18.18,1.0207632381779195,11.99,1.45
12,322,45.01,1.5878,23.44,19.42,1.86970507775419,48.91,0.4479
12,323,28.49,1.9035,17.6,15.94,0.40926853448670547,31.49,0.5434
12,324,18.46,1.9808,20.3,25.62,2.2062587036569403,20.44,0.7992
12,325,6.27,1.6229,16.03,20.8,0.6077206563848861,6.66,2.0368
12,326,43.72,2.0862,18.66,14.25,0.8139576939811217,52.34,0.3437
12,327,11.12,1.5723,14.53,19.16,2.429493283518922,10.64,0.9648
12,328,18.68,1.843,20.81,22.41,0.9357224071981406,15.26,1.1919
12,329,32.17,2.0842,10.74,11.72,2.2618602829842342,28.85,0.3209
12,330,53.07,1.519,24.0,29.51,1.7030907894882532,43.41,0.5091
12,331,55.53,1.9703,20.35,16.22,0.25,49.18,0.4105
12,332,7.61,2.0743,17.59,26.48,1.8434519482724179,7.96,1.5762
12,333,4.71,2.1952,18.48,23.28,1.258137825869325,5.5,2.3876
12,334,11.5,2.1715,23.87,19.53,0.25,10.73,2.17
13,335,24.92,1.7143,16.64,13.88,1.651220602610278,28.01,0.5361
13,336,42.62,2.2249,14.66,11.57,1.662433307984874,48.28,0.2827
13,337,58.91,1.9938,12.1,11.15,0.25,48.9,0.2459
13,338,56.83,1.8651,21.71,28.56,1.9799998953836209,59.71,0.3377
13,339,39.73,2.1287,24.8,33.02,1.405195632288093,45.65,0.511
13,340,16.08,1.5838,17.71,23.26,1.078237703696023,16.54,0.9282
13,341,33.52,1.5382,22.42,21.58,1.7965804183731087,34.78,0.5908
13,342,13.19,1.6235,15.91,12.11,2.2855902879506127,14.07,0.8383
13,343,38.13,2.1436,23.4,20.59,0.3855638284451967,37.56,0.6121
13,344,25.84,2.3636,14.55,22.8,2.286387541041928,30.29,0.4163
13,345,17.76,2.077,22.36,21.31,0.8213565387421023,16.62,1.2306
13,346,22.07,2.1449,19.14,23.26,2.0579231921188366,22.24,0.7214
13,347,29.23,1.5116,19.92,20.07,1.7093710288255393,30.06,0.6046
13,348,7.74,1.6164,14.12,12.13,1.5957413055088931,7.91,1.2848
13,349,22.41,2.2204,14.99,22.18,1.9217107322718088,23.64,0.5562
13,350,34.99,1.5114,15.64,24.18,2.056002562118388,36.22,0.3932
13,351,18.12,1.7037,17.15,15.75,1.1206562489427454,15.69,0.9767
13,352,58.75,1.6079,23.7,23.77,2.1762845386307506,57.25,0.3827
13,353,39.28,1.8406,18.67,17.73,0.9784098121395767,35.93,0.4964
13,354,24.55,1.5839,13.8,9.53,0.2523164648058295,27.62,0.4908
13,355,6.18,2.1589,23.07,20.21,0.7125629412061549,6.22,2.9729
13,356,25.39,2.0643,24.95,22.39,0.4199988255539716,27.52,0.8813
13,357,24.38,2.3333,20.79,21.71,1.2547891936282023,26.68,0.7147
13,358,15.86,1.6453,24.64,22.83,1.0352023182656276,12.88,1.6842
13,359,26.24,2.0713,17.75,24.13,1.9175542359739668,21.42,0.6775
13,360,21.64,2.0755,22.89,19.43,2.1583855493407778,19.05,0.961
13,361,55.66,2.3527,15.89,14.14,1.9982976012305695,50.17,0.2937
14,362,32.28,1.5305,23.3,28.68,0.43592875106898005,32.5,0.698
14,363,24.72,2.2408,21.45,25.09,1.8106804946216228,23.12,0.7918
